팀명,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
넥센,0,1,0,0,0,1,0,0,0,,,,2,9,1
SK,0,0,0,0,0,0,0,0,0,,,,0,2,1
NC,0,0,0,0,0,0,0,0,1,,,,1,7,1
한화,1,0,2,0,0,0,2,0,1,,,,6,15,1
두산,2,0,2,1,2,0,2,4,-,,,,13,15,1
KIA,0,0,0,0,0,2,0,0,0,,,,2,7,1
삼성,0,1,0,0,2,0,0,0,-,,,,3,9,1
LG,0,0,0,1,6,1,0,2,0,,,,10,21,1
kt,1,0,4,1,0,1,0,2,2,,,,11,11,2
롯데,0,0,0,0,0,3,1,5,2,,,,11,15,5
넥센,1,0,0,0,2,0,1,3,0,,,,7,8,1
SK,1,2,0,0,2,0,0,0,2,,,,7,13,1
NC,0,0,0,2,0,0,0,1,0,,,,3,7,2
한화,0,0,0,0,1,0,0,0,0,,,,1,5,0
두산,0,0,0,1,1,1,0,0,-,,,,3,6,1
KIA,0,0,0,0,0,0,0,1,0,,,,1,4,0
삼성,0,0,0,1,0,3,3,6,-,,,,13,15,0
LG,0,0,0,1,0,2,0,1,3,,,,7,10,0
kt,0,1,2,0,0,0,0,1,0,,,,4,8,1
롯데,0,0,3,0,0,0,1,0,0,,,,4,8,1
넥센,0,1,0,0,1,0,1,0,0,,,,3,11,1
SK,1,0,0,0,2,0,0,0,0,,,,3,7,1
NC,3,0,0,0,0,0,1,0,-,,,,4,6,2
kt,1,0,0,1,0,2,0,1,0,,,,5,8,0
한화,0,0,1,0,0,3,0,0,0,,,,4,10,1
LG,0,0,1,0,0,1,0,0,0,,,,2,11,1
두산,0,2,0,0,1,3,0,0,-,,,,6,11,0
롯데,0,0,0,0,0,1,0,0,0,,,,1,3,0
KIA,0,0,1,0,0,3,0,0,-,,,,4,6,0
NC,0,0,0,1,0,0,0,3,0,,,,0,0,0
삼성,2,0,0,0,0,0,2,0,0,,,,0,0,0
넥센,1,0,0,1,0,0,1,0,0,,,,3,6,1
SK,0,1,0,0,0,0,0,0,0,,,,1,3,1
kt,0,0,0,1,0,1,0,0,1,,,,3,7,1
한화,0,1,0,2,0,0,0,1,-,,,,4,6,0
LG,1,0,1,1,2,2,0,1,0,,,,8,17,2
두산,0,3,0,1,3,3,4,0,-,,,,14,16,0
롯데,0,0,0,0,0,1,0,0,0,,,,1,5,0
KIA,1,2,2,0,0,2,1,0,-,,,,8,15,2
NC,1,0,4,2,0,0,0,0,2,,,,9,12,1
삼성,3,0,0,1,0,0,1,0,0,,,,5,5,0
넥센,0,0,1,1,0,1,0,0,5,,,,8,12,2
SK,0,0,1,7,0,3,1,2,-,,,,14,20,1
kt,0,1,0,0,0,2,0,0,0,,,,3,6,3
한화,1,0,1,0,0,0,0,0,3,,,,5,7,2
LG,1,1,0,0,1,0,1,1,0,,,,5,10,0
두산,2,1,1,0,1,1,0,0,-,,,,6,9,0
롯데,5,0,0,0,1,1,0,2,0,,,,9,18,0
KIA,5,0,0,0,0,1,0,0,0,,,,6,7,0
NC,0,0,0,0,0,0,0,2,0,,,,2,11,1
삼성,1,0,1,1,0,0,0,0,-,,,,3,10,1
넥센,0,0,1,1,0,0,0,2,0,,,,4,11,0
SK,0,0,0,2,1,0,0,0,0,,,,3,5,0
NC,2,0,4,0,1,0,0,0,0,,,,7,8,1
한화,0,0,0,1,0,2,0,1,1,,,,5,10,1
두산,1,0,0,0,1,1,0,0,2,,,,5,11,3
KIA,3,3,0,5,0,0,0,2,-,,,,13,13,1
SK,0,4,0,4,0,0,0,1,0,,,,9,10,0
LG,0,1,0,0,1,0,0,0,0,,,,2,10,0
삼성,1,1,1,1,0,0,0,0,0,,,,4,10,0
롯데,2,0,0,0,1,0,2,0,-,,,,5,10,1
넥센,0,0,0,0,1,0,0,0,2,,,,3,8,0
kt,0,0,0,0,0,0,1,0,0,,,,1,3,0
NC,0,0,1,4,0,0,3,0,2,,,,10,14,2
한화,0,5,0,0,0,0,2,1,0,,,,8,13,2
두산,0,0,2,0,0,0,1,0,0,,,,3,8,0
KIA,0,0,0,1,0,1,3,1,-,,,,6,12,2
SK,0,4,0,0,1,0,0,1,6,,,,12,20,0
LG,0,0,0,0,1,0,0,2,0,,,,3,9,1
삼성,0,2,3,0,0,1,2,0,0,,,,8,12,0
롯데,0,0,2,0,0,0,0,0,0,,,,2,10,0
넥센,6,1,5,0,2,1,2,3,0,,,,20,20,0
kt,0,0,0,0,0,0,0,0,2,,,,2,8,0
한화,0,3,1,0,0,0,0,0,0,,,,4,7,0
두산,0,3,0,1,1,0,1,0,-,,,,6,8,0
KIA,0,0,0,0,1,0,0,0,0,,,,1,7,0
넥센,1,0,0,0,0,2,2,4,-,,,,9,19,0
kt,0,0,0,3,0,0,2,2,5,,,,12,12,2
NC,4,0,2,0,3,0,1,0,0,,,,10,14,0
LG,0,0,0,2,0,1,0,0,0,,,,3,7,1
롯데,1,0,1,1,1,0,0,0,-,,,,4,9,0
삼성,3,0,5,0,0,0,1,0,1,,,,10,16,1
SK,2,1,4,0,0,0,0,1,0,,,,8,9,2
한화,0,2,2,2,0,0,0,0,2,,,,8,10,1
두산,1,0,1,0,0,0,0,0,0,,,,2,7,1
KIA,0,1,1,0,0,0,0,4,0,,,,0,6,12
넥센,0,0,0,1,0,0,1,4,0,,,,1,7,15
kt,0,0,0,0,2,1,0,0,0,,,,3,6,0
NC,0,1,4,0,1,0,0,1,-,,,,7,14,0
LG,0,0,0,0,0,0,1,0,0,,,,1,2,0
롯데,1,0,0,0,1,0,0,0,-,,,,2,6,0
삼성,0,0,0,0,0,0,0,0,0,,,,0,3,1
SK,1,0,2,1,0,3,0,5,-,,,,12,14,0
롯데,0,2,0,0,6,3,0,0,0,,,,11,14,0
KIA,0,0,4,0,0,0,0,0,0,,,,4,6,0
두산,0,0,3,0,0,1,0,0,0,,,,4,12,0
kt,0,2,0,0,0,0,0,0,0,,,,2,3,0
SK,0,0,0,0,0,0,0,3,0,,,,3,3,1
NC,0,1,1,0,2,1,0,1,-,,,,6,10,1
삼성,1,0,0,0,2,1,0,2,3,,,,9,15,0
LG,1,3,0,0,0,0,0,0,2,,,,6,12,1
넥센,2,0,1,0,0,5,1,4,3,,,,16,25,1
한화,0,0,1,0,0,0,0,2,2,,,,5,13,2
두산,0,0,0,0,0,0,0,1,0,,,,1,9,0
kt,0,0,1,0,5,0,0,1,-,,,,7,13,0
SK,0,1,3,0,6,0,0,0,2,,,,12,9,2
NC,3,1,1,3,0,0,0,0,0,,,,8,10,2
LG,0,0,0,0,0,0,2,0,1,,,,3,8,1
kt,0,0,0,0,3,0,0,0,1,,,,4,8,0
롯데,0,0,2,0,0,0,2,0,0,,,,4,6,1
한화,0,0,0,4,0,1,0,1,-,,,,6,11,1
삼성,0,0,0,0,0,0,0,1,4,,,,5,9,0
NC,0,0,0,1,0,0,2,0,0,,,,3,6,2
넥센,0,0,0,0,4,1,0,0,2,,,,7,11,0
SK,0,0,0,0,0,2,0,1,0,,,,3,9,1
KIA,0,0,0,0,0,0,1,0,0,,,,1,7,1
두산,0,2,2,0,0,3,7,0,-,,,,14,18,0
LG,0,0,0,0,1,1,0,0,2,,,,4,10,1
kt,1,1,1,0,0,0,0,0,0,,,,3,5,0
롯데,1,0,0,0,1,2,1,0,0,,,,5,12,1
한화,0,2,3,1,0,0,5,0,-,,,,11,12,0
삼성,0,1,4,0,0,0,0,0,0,,,,5,8,0
NC,0,0,2,0,0,0,1,0,0,,,,3,2,1
넥센,0,2,2,1,0,5,1,0,0,,,,0,11,11
SK,0,2,2,0,0,0,0,5,2,,,,1,12,17
한화,1,1,0,3,2,1,0,1,0,,,,9,23,0
kt,0,0,0,0,0,0,0,0,2,,,,2,6,3
NC,0,0,0,1,0,0,2,0,0,,,,3,9,2
LG,1,0,1,0,2,0,1,1,-,,,,6,12,0
두산,0,0,0,0,2,1,0,0,3,,,,6,9,1
삼성,0,1,0,0,0,1,0,0,0,,,,2,7,0
SK,0,0,0,0,0,0,0,0,0,,,,0,4,1
롯데,0,0,1,0,1,1,5,2,-,,,,10,13,0
넥센,2,0,0,0,0,0,0,0,0,,,,2,8,0
KIA,0,0,0,0,1,0,0,6,-,,,,7,7,0
한화,0,1,0,0,0,0,0,0,3,,,,4,9,1
kt,3,0,0,4,1,3,0,1,-,,,,12,12,1
NC,0,0,5,0,1,5,0,0,0,,,,11,15,1
LG,0,0,0,0,0,0,1,0,0,,,,1,8,1
두산,0,0,0,1,1,1,2,0,2,,,,7,11,0
삼성,2,0,0,0,0,0,0,0,0,,,,2,9,1
SK,0,0,0,0,0,1,0,2,0,,,,3,3,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,7,1
넥센,0,0,0,0,2,1,2,0,0,,,,5,12,1
KIA,2,0,1,1,0,3,0,0,-,,,,7,8,1
한화,0,0,0,0,0,0,1,0,0,,,,1,5,1
LG,3,0,0,0,0,0,0,2,-,,,,5,8,0
kt,2,1,2,0,0,3,0,4,0,,,,12,18,1
넥센,4,0,0,0,0,0,1,1,0,,,,6,11,1
롯데,0,0,0,1,0,0,0,0,0,,,,1,4,0
NC,0,0,0,2,1,0,1,3,-,,,,7,11,0
두산,0,0,0,1,0,0,1,0,1,,,,3,7,0
SK,0,0,0,0,0,0,0,0,0,,,,0,5,2
삼성,1,0,0,0,0,0,0,0,3,,,,4,8,1
KIA,0,0,2,0,8,1,1,0,-,,,,12,12,0
한화,0,0,1,1,0,0,0,3,0,,,,5,6,1
LG,0,2,0,4,0,0,1,1,-,,,,8,11,2
kt,0,2,0,0,1,0,1,0,0,,,,4,6,1
넥센,3,1,0,0,0,0,2,0,-,,,,6,9,0
롯데,1,0,2,0,0,0,0,0,0,,,,3,11,3
NC,1,0,5,3,0,0,1,1,-,,,,11,16,1
두산,0,2,0,0,0,0,0,0,0,,,,2,5,1
SK,0,1,0,4,1,0,1,7,-,,,,14,15,0
삼성,0,0,6,0,0,0,0,0,0,,,,6,9,1
KIA,0,4,0,0,0,1,0,0,0,,,,5,4,0
한화,0,0,0,0,4,0,3,0,0,,,,0,0,1
삼성,0,4,0,1,0,2,0,0,0,,,,0,0,0
KIA,2,0,1,3,0,0,0,0,1,,,,7,7,1
NC,0,4,0,2,0,0,0,4,-,,,,10,11,0
kt,0,0,0,0,0,1,1,1,0,,,,0,3,10
SK,0,0,0,0,0,0,0,1,2,,,,1,4,7
두산,1,0,5,0,3,7,0,1,0,,,,17,19,0
롯데,0,0,0,2,0,2,0,0,0,,,,4,6,0
넥센,1,0,0,1,0,0,0,0,1,,,,3,6,0
LG,0,0,0,0,0,1,0,0,0,,,,1,7,2
한화,4,0,0,3,0,0,0,0,0,,,,7,9,0
삼성,3,0,0,0,0,0,0,0,0,,,,3,6,1
KIA,0,0,0,0,0,1,0,0,3,,,,4,9,1
NC,1,0,0,2,1,0,0,0,1,,,,5,9,0
kt,0,1,2,0,0,0,0,0,0,,,,3,8,3
SK,1,1,1,2,3,0,0,0,-,,,,8,15,1
두산,0,0,7,2,0,0,2,0,2,,,,13,14,3
롯데,1,0,1,0,0,0,2,3,2,,,,9,12,0
넥센,0,0,3,0,0,0,0,1,0,,,,0,4,6
LG,0,0,1,0,0,0,1,1,1,,,,1,5,10
kt,0,2,1,0,0,0,0,0,0,,,,3,6,2
두산,1,0,1,1,4,2,0,1,-,,,,10,12,0
LG,1,0,0,4,0,0,1,0,0,,,,6,12,2
삼성,1,0,0,0,2,1,0,1,0,,,,5,10,0
SK,0,0,1,0,0,1,0,0,0,,,,2,8,0
한화,1,0,0,0,0,0,0,0,0,,,,1,5,1
KIA,1,0,0,0,0,3,2,0,3,,,,9,18,0
롯데,3,0,0,1,1,0,0,0,0,,,,5,11,0
kt,1,0,0,0,1,0,0,0,0,,,,2,8,1
두산,1,4,0,1,0,0,0,1,-,,,,7,10,0
LG,0,0,0,0,1,0,0,0,0,,,,1,3,1
삼성,0,3,0,0,2,1,0,0,-,,,,6,9,0
SK,1,0,0,2,4,0,0,0,0,,,,7,7,1
한화,0,1,0,0,0,0,3,1,0,,,,5,11,1
넥센,0,0,1,0,0,0,0,2,0,,,,3,6,1
NC,0,3,0,0,0,2,0,2,-,,,,7,10,0
LG,0,0,7,2,3,0,0,0,0,,,,12,10,0
한화,0,1,1,1,0,0,0,1,0,,,,4,8,2
NC,0,5,0,0,0,5,3,0,0,,,,13,14,3
두산,0,0,0,0,2,2,2,0,1,,,,7,10,0
SK,0,0,1,0,0,0,0,1,0,,,,2,6,1
KIA,0,0,0,0,0,0,0,4,-,,,,4,10,0
삼성,0,0,3,2,2,0,0,0,0,,,,7,14,0
kt,0,1,0,0,0,2,0,2,0,,,,5,12,2
넥센,1,0,2,1,0,1,0,0,1,,,,6,9,1
롯데,0,3,0,1,1,0,0,0,0,,,,5,8,1
LG,0,0,0,0,0,0,1,0,0,,,,1,8,0
한화,0,2,0,1,2,0,0,0,-,,,,5,11,2
NC,0,0,1,0,0,0,0,0,0,,,,1,5,0
두산,1,0,0,0,0,4,0,0,-,,,,5,8,2
SK,1,0,1,1,0,0,1,0,2,,,,0,6,13
KIA,0,1,0,2,0,1,0,0,2,,,,1,7,13
삼성,0,0,0,1,0,1,0,0,0,,,,2,8,0
kt,0,0,0,0,2,1,0,1,-,,,,4,11,0
넥센,0,0,0,0,2,0,0,0,0,,,,2,5,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,3,0
한화,0,2,0,0,1,0,0,0,0,,,,3,11,2
NC,5,0,0,2,0,2,0,1,-,,,,10,13,0
KIA,0,0,5,0,5,0,5,3,0,,,,18,16,0
삼성,0,1,1,0,1,0,0,0,0,,,,3,7,2
롯데,0,0,1,0,0,0,0,3,0,,,,4,9,0
LG,0,0,0,0,0,0,1,0,0,,,,1,7,1
두산,1,0,0,3,0,2,1,0,0,,,,7,14,1
넥센,0,3,0,0,1,0,3,3,-,,,,10,15,3
SK,0,0,0,2,0,3,0,0,0,,,,5,9,2
kt,0,0,0,1,3,1,1,3,-,,,,9,12,0
한화,2,1,0,1,0,0,0,0,3,,,,7,13,1
NC,2,0,0,0,0,1,1,0,0,,,,4,9,2
KIA,0,0,0,0,0,1,0,0,7,,,,8,13,1
삼성,1,0,0,0,0,4,0,1,3,,,,9,15,0
롯데,5,4,0,1,0,0,0,1,0,,,,4,15,22
LG,0,2,0,0,2,1,1,5,0,,,,0,11,15
두산,0,0,0,1,1,0,1,1,0,,,,0,4,7
넥센,2,0,0,0,0,0,2,0,0,,,,1,5,10
SK,5,4,2,4,1,2,0,0,0,,,,18,17,0
kt,4,0,1,1,1,0,0,1,0,,,,8,8,0
한화,2,0,0,1,0,0,3,2,0,,,,8,10,0
SK,0,0,0,0,0,1,0,1,0,,,,2,10,3
kt,0,2,0,2,1,1,0,4,0,,,,10,11,1
롯데,3,0,2,6,0,0,0,0,-,,,,11,12,1
NC,3,0,0,0,0,3,0,0,0,,,,6,10,0
KIA,2,2,1,1,0,0,0,0,1,,,,7,11,0
두산,0,0,0,4,2,2,0,0,1,,,,9,14,0
LG,0,0,2,1,0,0,0,0,0,,,,3,8,0
삼성,0,0,0,0,0,0,1,0,1,,,,2,10,0
넥센,2,0,0,0,0,0,1,0,-,,,,3,10,0
한화,0,0,1,0,0,0,2,0,1,,,,4,11,2
SK,0,0,2,0,1,0,2,0,-,,,,5,9,1
NC,0,0,0,0,0,2,2,0,0,,,,4,10,2
KIA,0,0,0,0,0,3,1,2,-,,,,6,10,0
두산,3,1,0,0,4,2,0,0,0,,,,10,13,0
LG,0,0,0,1,0,0,0,0,2,,,,3,9,1
삼성,2,0,0,1,1,2,4,0,0,,,,10,15,0
넥센,0,0,0,3,0,0,0,0,0,,,,3,10,2
KIA,4,0,2,0,0,1,4,0,0,,,,11,16,0
한화,0,0,0,0,0,3,0,2,0,,,,5,6,1
kt,0,0,0,0,4,0,0,1,1,,,,6,9,1
LG,1,0,0,0,0,0,0,0,0,,,,1,7,0
롯데,0,0,0,1,0,0,2,2,0,,,,5,9,0
삼성,0,1,0,0,0,0,1,0,0,,,,2,8,1
두산,0,0,0,1,0,6,3,0,3,,,,13,14,0
NC,0,1,6,0,1,0,0,2,0,,,,10,14,0
SK,0,0,0,2,0,0,0,0,0,,,,2,6,1
넥센,5,0,3,0,0,0,0,0,-,,,,8,9,2
KIA,0,4,0,0,1,0,0,0,1,,,,6,11,0
한화,1,0,0,3,0,4,0,0,-,,,,8,12,1
kt,0,0,0,0,0,1,0,3,0,,,,0,4,8
LG,2,0,1,0,0,0,0,1,0,,,,1,5,12
롯데,0,0,2,0,0,0,0,0,0,,,,2,7,1
삼성,2,0,0,0,0,0,0,3,-,,,,5,8,1
두산,0,0,1,0,0,1,0,0,1,,,,3,13,0
NC,0,0,0,0,0,1,0,3,-,,,,4,4,1
SK,0,0,0,0,0,0,0,0,0,,,,0,6,2
넥센,1,0,1,0,0,2,0,0,-,,,,4,9,0
KIA,0,0,3,0,1,2,3,0,0,,,,9,12,2
kt,0,0,1,0,0,3,2,0,1,,,,7,11,2
LG,0,0,2,0,0,0,4,0,1,,,,7,11,2
SK,2,0,0,2,1,0,1,10,-,,,,16,21,1
NC,0,1,6,0,0,0,0,0,0,,,,7,13,1
롯데,0,0,0,0,0,2,6,0,-,,,,8,14,2
삼성,4,0,0,1,1,1,0,1,0,,,,8,10,0
한화,0,0,0,1,0,0,0,0,0,,,,1,6,0
넥센,1,0,0,0,1,0,0,0,0,,,,2,9,0
두산,3,0,0,0,0,0,6,4,-,,,,13,14,0
KIA,0,0,1,0,0,0,0,1,0,,,,2,8,1
kt,4,1,2,0,0,2,0,0,-,,,,9,18,0
LG,0,0,0,0,0,2,0,0,0,,,,2,6,2
SK,0,0,0,0,2,0,0,3,-,,,,5,7,1
NC,0,0,2,0,2,0,0,0,3,,,,7,7,1
롯데,0,0,1,0,4,0,2,3,-,,,,10,12,1
삼성,0,1,0,1,0,0,0,0,2,,,,4,9,1
한화,0,2,2,0,1,0,1,2,-,,,,8,9,0
넥센,1,1,0,0,0,2,4,0,0,,,,8,9,0
두산,1,0,0,4,3,0,0,0,1,,,,9,11,2
KIA,0,0,0,0,0,1,0,0,0,,,,1,3,1
LG,3,1,1,2,2,0,0,0,-,,,,9,11,0
kt,0,0,0,0,1,0,3,0,2,,,,6,12,1
삼성,0,0,0,0,1,0,1,5,-,,,,7,12,0
롯데,1,0,0,0,2,2,1,0,2,,,,8,13,1
넥센,3,0,0,0,0,0,3,0,0,,,,6,8,0
NC,1,1,0,0,0,0,0,2,0,,,,4,9,2
SK,2,2,4,0,0,3,0,0,-,,,,11,14,0
두산,0,4,0,0,0,0,1,0,1,,,,6,10,2
한화,0,1,2,0,1,4,0,1,-,,,,9,13,0
KIA,1,1,0,0,0,0,0,4,0,,,,6,8,0
LG,0,0,2,0,0,0,0,0,0,,,,2,9,1
kt,0,0,0,2,0,3,0,0,0,,,,0,0,0
삼성,0,0,2,0,1,0,0,2,0,,,,0,0,0
롯데,1,1,0,0,0,0,2,3,1,,,,8,14,2
넥센,2,0,0,0,5,2,0,0,-,,,,9,5,0
NC,0,0,0,0,0,0,0,0,2,,,,2,7,1
SK,6,0,0,0,0,0,0,0,-,,,,6,8,0
두산,1,1,0,0,0,2,0,0,0,,,,0,4,9
한화,1,0,0,0,3,0,0,0,0,,,,1,5,10
한화,0,0,0,0,0,0,0,0,3,,,,3,4,0
KIA,1,0,0,0,0,3,0,0,-,,,,4,8,1
LG,0,0,2,1,4,0,0,0,1,,,,8,16,1
두산,0,0,1,0,5,0,1,2,-,,,,9,14,3
롯데,3,1,1,0,0,0,0,2,1,,,,8,15,1
kt,0,1,0,0,0,0,0,0,2,,,,3,4,0
NC,0,3,2,0,0,0,0,0,0,,,,5,11,1
넥센,1,0,3,0,0,1,0,0,1,,,,6,10,2
SK,2,0,0,0,1,0,0,0,0,,,,3,7,1
삼성,0,0,0,3,0,1,4,1,-,,,,9,11,0
한화,0,1,3,0,0,0,0,0,0,,,,4,9,1
KIA,0,1,0,0,3,0,0,2,-,,,,6,15,1
LG,0,0,0,0,0,0,1,0,0,,,,1,6,1
두산,2,1,0,0,0,3,1,0,-,,,,7,11,0
롯데,1,0,0,1,0,5,0,1,0,,,,8,14,0
kt,1,0,1,0,3,0,0,2,0,,,,7,11,1
NC,0,1,0,1,0,0,0,0,0,,,,2,5,0
넥센,0,0,0,2,0,4,2,0,-,,,,8,9,0
SK,2,1,0,0,5,0,0,0,0,,,,8,9,2
삼성,0,0,0,0,0,0,0,4,0,,,,4,8,1
kt,2,2,2,0,0,0,0,0,0,,,,6,9,1
LG,1,0,4,2,0,1,1,1,-,,,,10,11,1
롯데,0,0,1,2,0,0,1,0,2,,,,2,8,14
SK,0,4,1,0,1,0,0,0,0,,,,0,6,10
NC,2,1,1,1,0,0,0,0,0,,,,0,1,6
KIA,0,0,0,0,2,0,0,2,1,,,,0,0,5
KIA,0,0,2,0,0,1,0,2,0,,,,5,12,3
삼성,0,0,5,3,11,1,0,0,-,,,,20,20,0
kt,0,0,0,0,1,3,0,0,0,,,,4,8,0
LG,0,0,0,3,0,0,0,0,0,,,,3,11,1
롯데,0,0,0,0,5,0,0,0,1,,,,6,9,1
한화,2,0,0,0,0,0,5,0,-,,,,7,9,0
KIA,0,5,1,0,0,0,1,0,0,,,,7,11,0
SK,1,1,0,1,0,0,0,0,0,,,,3,10,0
롯데,0,0,2,0,2,0,0,1,2,,,,7,13,1
한화,0,0,0,0,0,0,0,2,0,,,,2,5,3
한화,0,1,2,0,0,2,0,0,0,,,,5,9,0
롯데,3,0,0,1,3,1,0,0,-,,,,8,9,0
KIA,0,1,1,0,3,2,0,1,0,,,,8,13,1
SK,2,0,0,1,0,0,0,1,0,,,,4,8,2
LG,0,0,0,0,2,0,1,0,0,,,,3,7,0
두산,0,0,0,0,0,0,0,1,0,,,,1,4,0
삼성,0,0,0,1,0,0,0,0,0,,,,1,6,1
kt,0,0,1,3,0,0,2,0,-,,,,6,9,0
넥센,0,0,1,2,1,0,0,1,0,,,,5,12,0
NC,0,1,2,0,0,0,0,0,3,,,,6,5,0
KIA,1,0,0,3,0,0,0,0,0,,,,0,4,10
두산,0,0,2,0,0,1,0,1,0,,,,3,7,13
롯데,0,3,0,1,3,0,0,1,0,,,,8,15,0
NC,0,0,0,1,1,0,0,0,0,,,,2,9,1
한화,0,2,3,1,0,0,2,2,0,,,,10,16,2
kt,0,1,0,0,0,0,1,4,0,,,,6,11,0
KIA,0,0,8,0,0,0,0,1,0,,,,1,0,10
롯데,2,1,4,0,0,1,0,0,1,,,,1,1,11
삼성,0,0,0,0,0,0,0,1,7,,,,8,11,0
SK,0,0,0,1,3,0,0,0,0,,,,4,8,0
kt,1,4,0,0,0,0,4,1,0,,,,10,12,0
롯데,0,0,0,0,0,0,0,1,0,,,,1,6,3
한화,0,0,0,0,0,0,0,0,1,,,,1,5,1
KIA,0,0,0,0,1,2,3,0,-,,,,6,10,0
kt,0,2,0,2,0,2,0,0,1,,,,7,8,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,4,1
SK,4,0,0,1,1,0,0,1,5,,,,12,10,0
두산,0,1,0,0,1,0,2,0,1,,,,5,11,0
롯데,0,0,1,0,0,0,0,3,0,,,,4,6,0
KIA,0,0,0,0,0,0,0,0,0,,,,0,5,2
SK,0,2,0,0,0,0,0,1,0,,,,3,7,1
두산,0,1,0,0,1,0,1,5,-,,,,8,12,0
롯데,0,0,0,1,0,2,1,0,0,,,,4,8,2
KIA,3,0,0,0,0,0,3,0,-,,,,6,8,2
NC,2,0,0,0,0,0,0,0,0,,,,2,8,1
두산,2,1,0,3,0,0,0,7,-,,,,13,17,0
넥센,1,1,2,0,3,1,0,0,2,,,,10,15,2
kt,1,1,0,0,3,0,0,0,0,,,,5,11,0
kt,2,0,0,0,0,0,0,1,0,,,,1,4,12
두산,1,0,0,0,1,0,0,0,1,,,,0,3,15
LG,0,0,0,0,0,0,0,0,3,,,,3,8,0
SK,0,0,2,0,0,0,0,0,0,,,,2,12,1
롯데,1,0,1,0,0,2,0,1,0,,,,5,8,2
KIA,1,0,0,0,0,0,0,0,0,,,,1,7,0
NC,2,0,2,0,1,0,1,0,2,,,,8,8,1
한화,0,0,2,2,6,0,0,0,-,,,,10,11,0
두산,0,0,0,0,0,0,3,1,1,,,,5,8,0
롯데,0,0,0,1,0,0,0,0,0,,,,1,9,0
KIA,0,0,0,0,2,2,1,1,0,,,,6,8,4
넥센,0,0,0,0,5,0,4,1,-,,,,10,11,0
넥센,0,0,0,2,0,0,1,0,0,,,,3,9,4
한화,0,0,0,0,0,1,1,0,0,,,,2,12,1
넥센,0,0,0,3,3,0,1,0,0,,,,7,10,1
한화,0,1,0,3,0,0,0,1,0,,,,5,9,2
한화,0,2,0,0,0,1,0,0,1,,,,4,8,2
넥센,0,0,0,0,2,1,0,0,0,,,,3,5,0
한화,1,0,0,1,0,0,0,0,0,,,,2,9,1
넥센,0,0,1,2,0,0,0,2,-,,,,5,6,1
넥센,0,0,1,0,2,0,5,0,0,,,,8,11,1
SK,1,0,0,4,3,0,0,0,2,,,,10,13,3
넥센,0,1,0,0,0,0,0,0,0,,,,1,5,0
SK,0,0,1,0,1,2,1,0,-,,,,5,9,2
SK,0,1,0,0,1,0,0,0,0,,,,2,8,0
넥센,0,2,0,0,1,0,0,0,-,,,,3,7,0
SK,0,0,0,0,0,0,0,0,2,,,,2,4,1
넥센,0,0,0,2,0,2,0,0,-,,,,4,5,1
넥센,0,0,0,0,0,3,0,1,5,,,,1,10,13
SK,0,0,0,0,0,6,1,2,0,,,,2,11,11
SK,2,0,0,0,0,2,1,0,2,,,,7,7,0
두산,0,0,1,0,2,0,0,0,0,,,,3,7,1
SK,0,0,0,0,1,0,2,0,0,,,,3,6,1
두산,0,0,1,3,0,0,0,3,-,,,,7,11,2
두산,0,0,0,0,2,0,0,0,0,,,,2,8,2
SK,3,1,0,0,0,0,0,3,-,,,,7,11,2
두산,0,0,0,0,0,0,0,2,0,,,,2,11,0
SK,0,0,1,0,0,0,0,0,0,,,,1,4,1
SK,1,0,0,2,0,0,0,0,1,,,,0,0,0
두산,0,0,0,0,0,3,0,1,0,,,,0,0,0
한화,0,0,0,0,0,0,0,0,0,,,,0,4,4
두산,0,0,1,0,0,1,1,0,-,,,,3,4,1
KIA,0,1,0,0,0,1,0,4,1,,,,7,7,1
삼성,0,0,0,1,0,0,0,0,1,,,,2,7,1
kt,1,1,0,1,0,0,0,0,0,,,,3,9,1
SK,0,0,1,0,1,0,0,0,0,,,,2,8,2
LG,0,1,1,0,0,0,0,0,0,,,,2,4,1
넥센,0,0,0,0,0,1,0,0,0,,,,1,5,1
롯데,0,0,0,1,0,0,0,3,1,,,,5,7,2
NC,0,0,0,0,0,3,3,0,-,,,,6,11,2
한화,0,1,0,1,0,2,0,0,0,,,,0,2,6
두산,0,0,0,2,2,0,0,0,0,,,,0,1,5
KIA,0,0,0,2,0,0,4,1,0,,,,2,9,14
삼성,0,0,0,0,0,0,0,0,7,,,,0,7,10
LG,3,0,0,1,3,1,0,0,0,,,,8,11,0
넥센,0,0,0,3,0,0,0,0,0,,,,3,12,0
kt,0,0,0,2,0,0,0,0,0,,,,2,3,0
SK,0,0,0,0,0,0,0,0,0,,,,0,7,0
롯데,1,0,2,0,0,0,0,0,0,,,,3,6,1
NC,0,0,0,0,0,0,0,0,0,,,,0,7,1
한화,0,0,0,0,2,1,0,0,0,,,,0,1,0
두산,0,0,0,0,0,0,0,3,0,,,,0,1,1
KIA,0,0,0,1,0,2,0,0,0,,,,3,10,2
삼성,0,4,0,8,3,0,0,1,-,,,,16,17,1
kt,0,0,0,3,1,1,2,0,1,,,,8,11,0
SK,0,1,0,0,0,0,0,0,0,,,,1,3,2
